,x
122450,132207
122451,107906
122452,179148
122453,50942
122454,161850
122455,17349
122456,88633
122457,28664
122458,182512
122459,40924
122460,167745
122461,4719
122462,92209
122463,4717
122464,98135
122465,163337
122466,109836
122467,81019
122468,120641
122469,88658
122470,187642
122471,27733
122472,96980
122473,33882
122474,196720
122475,19836
122476,82656
122477,56487
122478,18111
122479,39335
122480,148363
122481,77544
122482,20091
122483,126752
122484,146588
122485,37317
122486,186211
122487,11938
122488,143659
122489,113513
122490,64311
122491,63791
122492,121423
122493,53835
122494,96169
122495,33432
122496,53091
122497,150550
122498,164757
122499,188435
122500,25256
122501,162856
122502,119339
122503,25546
122504,115838
122505,37925
122506,25540
122507,57776
122508,75925
122509,108934
122510,123476
122511,36180
122512,183798
122513,147313
122514,18
122515,150024
122516,55168
122517,105711
122518,122152
122519,189633
122520,116206
122521,14319
122522,186286
122523,22311
122524,83391
122525,121871
122526,47686
122527,176677
122528,163879
122529,133583
122530,119928
122531,53662
122532,111596
122533,30634
122534,22763
122535,94291
122536,89424
122537,35280
122538,124042
122539,188528
122540,88772
122541,68639
122542,67455
122543,167537
122544,23110
122545,108224
122546,176902
122547,34424
122548,7315
122549,75954
122550,172026
122551,170934
122552,22223
122553,134466
122554,19027
122555,145279
122556,132538
122557,15912
122558,81404
122559,83398
122560,50028
122561,164190
122562,61228
122563,48218
122564,124023
122565,194654
122566,118795
122567,104732
122568,164486
122569,175675
122570,47097
122571,17081
122572,64643
122573,78237
122574,182554
122575,26146
122576,103768
122577,161005
122578,63935
122579,110205
122580,141362
122581,138706
122582,64259
122583,67183
122584,91691
122585,118614
122586,31675
122587,75303
122588,48958
122589,53765
122590,71371
122591,59122
122592,2432
122593,157128
122594,39774
122595,180138
122596,11929
122597,152399
122598,172707
122599,56389
122600,97348
122601,143146
122602,38531
122603,142885
122604,174257
122605,18209
122606,133944
122607,18807
122608,131921
122609,128157
122610,6854
122611,135878
122612,15516
122613,42705
122614,137026
122615,94655
122616,182928
122617,125384
122618,48098
122619,157943
122620,72357
122621,32034
122622,124031
122623,4557
122624,191738
122625,159698
122626,142862
122627,45319
122628,158474
122629,188654
122630,73933
122631,45191
122632,131883
122633,133331
122634,177957
122635,58399
122636,17410
122637,143499
122638,136906
122639,194956
122640,98246
122641,79761
122642,144039
122643,180125
122644,34088
122645,98771
122646,100732
122647,27386
122648,106686
122649,29709
122650,104204
122651,85800
122652,163466
122653,130688
122654,49868
122655,26226
122656,190100
122657,125087
122658,27204
122659,178105
122660,154149
122661,162149
122662,143393
122663,122397
122664,177146
122665,15344
122666,68217
122667,166604
122668,183459
122669,37769
122670,135940
122671,81258
122672,68565
122673,180742
122674,151454
122675,188769
122676,131898
122677,139767
122678,196131
122679,129476
122680,119798
122681,21508
122682,196372
122683,137189
122684,114730
122685,31167
122686,83226
122687,161438
122688,13576
122689,177350
122690,45354
122691,145949
122692,156948
122693,95421
122694,3330
122695,111375
122696,58546
122697,134615
122698,79065
122699,76562
122700,44596
122701,5582
122702,82479
122703,148596
122704,14158
122705,53843
122706,107239
122707,188582
122708,63655
122709,56133
122710,35168
122711,138370
122712,95707
122713,77235
122714,124266
122715,189463
122716,97140
122717,163754
122718,45929
122719,99908
122720,22418
122721,176380
122722,192015
122723,33716
122724,171385
122725,135394
122726,58210
122727,72008
122728,196001
122729,174283
122730,24135
122731,85615
122732,185221
122733,41010
122734,169811
122735,22953
122736,49736
122737,113511
122738,107463
122739,49426
122740,10207
122741,71142
122742,22702
122743,62649
122744,47067
122745,21855
122746,130119
122747,64349
122748,15365
122749,167864
122750,135974
122751,173863
122752,180195
122753,167866
122754,149876
122755,52153
122756,22095
122757,131922
122758,118174
122759,124479
122760,188566
122761,79898
122762,178820
122763,525
122764,146543
122765,144779
122766,116156
122767,75001
122768,193984
122769,16607
122770,104271
122771,152995
122772,152928
122773,102021
122774,172560
122775,101720
122776,67011
122777,169269
122778,69376
122779,31202
122780,194876
122781,67037
122782,5489
122783,126084
122784,127411
122785,3516
122786,186217
122787,170713
122788,178598
122789,193861
122790,120532
122791,86026
122792,123704
122793,121487
122794,152227
122795,154705
122796,179057
122797,167461
122798,159014
122799,121923
122800,86911
122801,88739
122802,117590
122803,14839
122804,54689
122805,128476
122806,85956
122807,33741
122808,103398
122809,133309
122810,20098
122811,157513
122812,19832
122813,69164
122814,165561
122815,127040
122816,45731
122817,53749
122818,47952
122819,13905
122820,188568
122821,67415
122822,99070
122823,21772
122824,78419
122825,74569
122826,152744
122827,101007
122828,181496
122829,38207
122830,130699
122831,44821
122832,167462
122833,142212
122834,97924
122835,75531
122836,186766
122837,133420
122838,59708
122839,171638
122840,164253
122841,148337
122842,29771
122843,10797
122844,19242
122845,167823
122846,70425
122847,13267
122848,150412
122849,64783
122850,86725
122851,74835
122852,78762
122853,97292
122854,28376
122855,164996
122856,181254
122857,165755
122858,144993
122859,43302
122860,12519
122861,141470
122862,111146
122863,142931
122864,20980
122865,128663
122866,31423
122867,156494
122868,57673
122869,19823
122870,194167
122871,50970
122872,48607
122873,30858
122874,119978
122875,98221
122876,122097
122877,17442
122878,104736
122879,14935
122880,164050
122881,1955
122882,35068
122883,37006
122884,153326
122885,150744
122886,157288
122887,121672
122888,47959
122889,4715
122890,54137
122891,120864
122892,51980
122893,2026
122894,6251
122895,92619
122896,47659
122897,87621
122898,14580
122899,47021
122900,47906
122901,25086
122902,137520
122903,196651
122904,132888
122905,143739
122906,131498
122907,36976
122908,96041
122909,166513
122910,134289
122911,56915
122912,110500
122913,87361
122914,77319
122915,157823
122916,167186
122917,88713
122918,14064
122919,13740
122920,10305
122921,65037
122922,177802
122923,148147
122924,125951
122925,53945
122926,158415
122927,18060
122928,82753
122929,88052
122930,52062
122931,15853
122932,42153
122933,143635
122934,13151
122935,41680
122936,100926
122937,69466
122938,130562
122939,162196
122940,98982
122941,124645
122942,79550
122943,81921
122944,141053
122945,163456
122946,109624
122947,45453
122948,117543
122949,105197
122950,185058
122951,195330
122952,75514
122953,105254
122954,38578
122955,75071
122956,176453
122957,39
122958,78334
122959,96257
122960,142887
122961,149861
122962,79231
122963,81863
122964,54787
122965,42220
122966,170429
122967,110545
122968,179677
122969,87436
122970,45024
122971,181559
122972,85166
122973,155443
122974,96261
122975,108522
122976,37035
122977,97227
122978,129262
122979,43615
122980,49682
122981,18489
122982,51360
122983,50379
122984,70465
122985,17175
122986,150981
122987,142884
122988,33513
122989,41294
122990,81936
122991,141052
122992,5350
122993,55163
122994,2862
122995,88799
122996,150542
122997,145848
122998,41647
122999,188183
123000,94455
123001,91724
123002,145406
123003,72852
123004,46869
123005,165641
123006,181223
123007,30382
123008,55615
123009,119021
123010,8004
123011,48624
123012,91633
123013,18542
123014,82757
123015,159434
123016,164605
123017,71760
123018,159281
123019,114987
123020,135680
123021,186714
123022,96114
123023,105130
123024,126909
123025,71594
123026,4643
123027,182211
123028,91911
123029,91488
123030,135808
123031,145865
123032,12839
123033,135094
123034,10052
123035,64788
123036,606
123037,102228
123038,189389
123039,51959
123040,84449
123041,181813
123042,28720
123043,42601
123044,129452
123045,177385
123046,22664
123047,76137
123048,84505
123049,124474
123050,81229
123051,111593
123052,156832
123053,2454
123054,141373
123055,4672
123056,14581
123057,18079
123058,167769
123059,173631
123060,117310
123061,57837
123062,192525
123063,2675
123064,135166
123065,5055
123066,172081
123067,11137
123068,131123
123069,22862
123070,81764
123071,187192
123072,168121
123073,22974
123074,85435
123075,197535
123076,164173
123077,20589
123078,59753
123079,89150
123080,7923
123081,164840
123082,73122
123083,114833
123084,72914
123085,114220
123086,148577
123087,119834
123088,27321
123089,154585
123090,24733
123091,101563
123092,184398
123093,167203
123094,150247
123095,24404
123096,27768
123097,116163
123098,175147
123099,193705
123100,150827
123101,150773
123102,171180
123103,57788
123104,173957
123105,89126
123106,156300
123107,178963
123108,4732
123109,52542
123110,127007
123111,173314
123112,151241
123113,6159
123114,6840
123115,167760
123116,9749
123117,9661
123118,142648
123119,169685
123120,81228
123121,103721
123122,164508
123123,82236
123124,42290
123125,128385
123126,23392
123127,23401
123128,153653
123129,80220
123130,43180
123131,193519
123132,31784
123133,60104
123134,89748
123135,124669
123136,196033
123137,30491
123138,42001
123139,170084
123140,43435
123141,146270
123142,119275
123143,99593
123144,160347
123145,135212
123146,73196
123147,95259
123148,166401
123149,177323
123150,19434
123151,75606
123152,119930
123153,150803
123154,23920
123155,24259
123156,13188
123157,17329
123158,77307
123159,127004
123160,8524
123161,120907
123162,113149
123163,83523
123164,14534
123165,174716
123166,58112
123167,164588
123168,176122
123169,131241
123170,57102
123171,192604
123172,109525
123173,25872
123174,117181
123175,4651
123176,22326
123177,123257
123178,61779
123179,134496
123180,190973
123181,47428
123182,187429
123183,111239
123184,110618
123185,76002
123186,149343
123187,127180
123188,27718
123189,136542
123190,133128
123191,173375
123192,48691
123193,13149
123194,129185
123195,107242
123196,114769
123197,61031
123198,175921
123199,26736
123200,58685
123201,39987
123202,84431
123203,176911
123204,107974
123205,136024
123206,106682
123207,84339
123208,293
123209,143410
123210,6119
123211,165615
123212,54781
123213,194640
123214,188579
123215,105340
123216,81104
123217,192504
123218,134567
123219,167749
123220,94581
123221,64369
123222,140123
123223,127149
123224,80099
123225,970
123226,43951
123227,78669
123228,172808
123229,179052
123230,72994
123231,44688
123232,168026
123233,148820
123234,79026
123235,148901
123236,122247
123237,9555
123238,47879
123239,25893
123240,95646
123241,147167
123242,135588
123243,893
123244,89947
123245,73031
123246,50416
123247,78094
123248,33423
123249,124617
123250,182553
123251,88337
123252,109634
123253,194186
123254,77108
123255,169032
123256,63235
123257,142397
123258,93977
123259,72846
123260,107411
123261,184591
123262,59023
123263,18284
123264,144200
123265,156736
123266,95802
123267,34862
123268,74729
123269,77534
123270,69056
123271,106700
123272,147123
123273,72138
123274,8620
123275,19739
123276,40978
123277,190871
123278,157959
123279,191596
123280,82518
123281,174197
123282,89178
123283,45418
123284,99038
123285,55169
123286,88080
123287,8382
123288,172528
123289,464
123290,190736
123291,89914
123292,3251
123293,161483
123294,146749
123295,136136
123296,101584
123297,99586
123298,164963
123299,68490
123300,154651
123301,26304
123302,67601
123303,54214
123304,8577
123305,71836
123306,154686
123307,182326
123308,17686
123309,36864
123310,153344
123311,7638
123312,72067
123313,5131
123314,33509
123315,161277
123316,20588
123317,128684
123318,183327
123319,116132
123320,46335
123321,20047
123322,121447
123323,44490
123324,145465
123325,41027
123326,105241
123327,39190
123328,185546
123329,71998
123330,129723
123331,92051
123332,121688
123333,49076
123334,22090
123335,134587
123336,7928
123337,114759
123338,42563
123339,121023
123340,61276
123341,64213
123342,82702
123343,16539
123344,143912
123345,152795
123346,70486
123347,132703
123348,150789
123349,128926
123350,92811
123351,9514
123352,196014
123353,2844
123354,53346
123355,1644
123356,5770
123357,69010
123358,163613
123359,125474
123360,131221
123361,152845
123362,20786
123363,13978
123364,44761
123365,7793
123366,171327
123367,95900
123368,75694
123369,86634
123370,35170
123371,187830
123372,144622
123373,81163
123374,95504
123375,154434
123376,116222
123377,122055
123378,42742
123379,114
123380,194712
123381,192275
123382,81988
123383,35988
123384,157200
123385,90627
123386,37897
123387,26378
123388,37322
123389,95432
123390,11767
123391,191251
123392,150291
123393,170259
123394,125537
123395,150672
123396,173316
123397,16425
123398,126824
123399,57487
123400,172783
123401,153227
123402,140107
123403,174381
123404,122666
123405,49769
123406,183532
123407,44163
123408,64848
123409,151294
123410,175741
123411,13296
123412,182089
123413,154138
123414,106639
123415,29524
123416,7516
123417,181654
123418,111958
123419,102588
123420,170015
123421,19568
123422,87594
123423,168030
123424,101400
123425,72660
123426,165355
123427,96770
123428,105037
123429,66938
123430,77911
123431,55891
123432,158863
123433,96924
123434,7486
123435,25754
123436,55961
123437,12591
123438,123997
123439,129287
123440,158553
123441,170196
123442,93614
123443,65790
123444,171331
123445,128420
123446,60788
123447,120236
123448,27162
123449,159557
123450,111296
123451,35239
123452,135059
123453,161764
123454,3778
123455,81223
123456,128139
123457,34975
123458,41526
123459,57216
123460,150268
123461,2529
123462,40022
123463,3118
123464,58336
123465,127257
123466,110590
123467,165580
123468,42724
123469,174700
123470,55192
123471,74040
123472,135552
123473,102537
123474,90185
123475,74242
123476,143173
123477,127497
123478,5869
123479,7977
123480,40494
123481,189492
123482,7261
123483,109263
123484,116742
123485,76463
123486,166880
123487,26701
123488,151632
123489,187218
123490,114167
123491,166394
123492,129943
123493,170523
123494,35414
123495,44239
123496,189130
123497,176273
123498,100133
123499,132105
123500,166104
123501,168006
123502,28064
123503,77163
123504,193854
123505,35326
123506,51837
123507,171918
123508,197296
123509,147307
123510,28413
123511,46115
123512,42903
123513,91831
123514,127112
123515,78444
123516,192158
123517,118255
123518,34980
123519,140518
123520,11737
123521,41503
123522,156239
123523,57514
123524,175692
123525,189230
123526,134018
123527,130008
123528,76407
123529,49628
123530,88287
123531,49030
123532,4140
123533,152347
123534,85572
123535,157302
123536,89480
123537,105569
123538,171213
123539,129690
123540,21877
123541,71817
123542,59721
123543,67467
123544,123103
123545,147528
123546,168926
123547,116314
123548,138124
123549,108835
123550,195098
123551,17915
123552,174081
123553,76826
123554,93667
123555,135745
123556,55071
123557,40602
123558,123082
123559,118070
123560,67204
123561,71536
123562,162458
123563,64803
123564,174934
123565,161119
123566,17420
123567,63725
123568,8493
123569,4027
123570,52572
123571,120689
123572,855
123573,92607
123574,59088
123575,160931
123576,106289
123577,55146
123578,133914
123579,14182
123580,13587
123581,168251
123582,171936
123583,71112
123584,120169
123585,100187
123586,152890
123587,90922
123588,113760
123589,119577
123590,20617
123591,142432
123592,97248
123593,109289
123594,34821
123595,167511
123596,74667
123597,195438
123598,132728
123599,160313
123600,80004
123601,98178
123602,45213
123603,172345
123604,15970
123605,118459
123606,158095
123607,87456
123608,69872
123609,162289
123610,24695
123611,56239
123612,64544
123613,140461
123614,88424
123615,71091
123616,82308
123617,175732
123618,182180
123619,49049
123620,194669
123621,138406
123622,89403
123623,147373
123624,164893
123625,74848
123626,70434
123627,66903
123628,10026
123629,164976
123630,34466
123631,123896
123632,96196
123633,88723
123634,141299
123635,191760
123636,59473
123637,131124
123638,132496
123639,163590
123640,193314
123641,100584
123642,26118
123643,109581
123644,22606
123645,60909
123646,86403
123647,131013
123648,90138
123649,18751
123650,45153
123651,158045
123652,193941
123653,175459
123654,55245
123655,189432
123656,168395
123657,36533
123658,6878
123659,13228
123660,104281
123661,150179
123662,51123
123663,6651
123664,195639
123665,154479
123666,25714
123667,195357
123668,84260
123669,74937
123670,139906
123671,47084
123672,71938
123673,2711
123674,175556
123675,171562
123676,31796
123677,120615
123678,188921
123679,180931
123680,15262
123681,166854
123682,155999
123683,67662
123684,93698
123685,14282
123686,180327
123687,174504
123688,169458
123689,158794
123690,21539
123691,148124
123692,30942
123693,73022
123694,177134
123695,72748
123696,123073
123697,196301
123698,97234
123699,108311
123700,103087
123701,163923
123702,94778
123703,169945
123704,4767
123705,197289
123706,114012
123707,156892
123708,154311
123709,196926
123710,70124
123711,111069
123712,132460
123713,80896
123714,151095
123715,88219
123716,60046
123717,70827
123718,119218
123719,93423
123720,129169
123721,11544
123722,72946
123723,90879
123724,185678
123725,6382
123726,39078
123727,15669
123728,7117
123729,161724
123730,15147
123731,126098
123732,138955
123733,2242
123734,146357
123735,112032
123736,151597
123737,84231
123738,169770
123739,158992
123740,175347
123741,131326
123742,45201
123743,85524
123744,80676
123745,110299
123746,180816
123747,174844
123748,189550
123749,152475
123750,174936
123751,70946
123752,185862
123753,182133
123754,38377
123755,159662
123756,174438
123757,103391
123758,138655
123759,46100
123760,85242
123761,148978
123762,25327
123763,177790
123764,111122
123765,194234
123766,157493
123767,19489
123768,50217
123769,27812
123770,73078
123771,86950
123772,120181
123773,31166
123774,174674
123775,128050
123776,24119
123777,176776
123778,186059
123779,92006
123780,172060
123781,2805
123782,172462
123783,93953
123784,164090
123785,36752
123786,171019
123787,81383
123788,58669
123789,177649
123790,148769
123791,49295
123792,43271
123793,3365
123794,7547
123795,150771
123796,126337
123797,8976
123798,94143
123799,197108
123800,146208
123801,29803
123802,111899
123803,71590
123804,76601
123805,183195
123806,15879
123807,157905
123808,80868
123809,140354
123810,59829
123811,102337
123812,93274
123813,87017
123814,115005
123815,28723
123816,125079
123817,120133
123818,83547
123819,195989
123820,29881
123821,116988
123822,51016
123823,192407
123824,105008
123825,67419
123826,47868
123827,99788
123828,146026
123829,160013
123830,172677
123831,42051
123832,64398
123833,167808
123834,150347
123835,69607
123836,194995
123837,3606
123838,46007
123839,150152
123840,127995
123841,186605
123842,97690
123843,73692
123844,23521
123845,109957
123846,98155
123847,32951
123848,197222
123849,69652
123850,96835
123851,58423
123852,20997
123853,163105
123854,177358
123855,193324
123856,90736
123857,148592
123858,46927
123859,32072
123860,171363
123861,28416
123862,53358
123863,195027
123864,124930
123865,112654
123866,94591
123867,42992
123868,35296
123869,153880
123870,73920
123871,27466
123872,72742
123873,91780
123874,191752
123875,28694
123876,91304
123877,69910
123878,36586
123879,1313
123880,25988
123881,82701
123882,111866
123883,131450
123884,119600
123885,69481
123886,68058
123887,40569
123888,2001
123889,55212
123890,41689
123891,126089
123892,103362
123893,93938
123894,168207
123895,30105
123896,47360
123897,189132
123898,123830
123899,76163
123900,182108
123901,7722
123902,20333
123903,194544
123904,65791
123905,180397
123906,147267
123907,113738
123908,78700
123909,44623
123910,8656
123911,87253
123912,143294
123913,187169
123914,172028
123915,36854
123916,163196
123917,146258
123918,100455
123919,45691
123920,133171
123921,25881
123922,115882
123923,36905
123924,197234
123925,183606
123926,74886
123927,40498
123928,170909
123929,14621
123930,90445
123931,175095
123932,67725
123933,181859
123934,80065
123935,115535
123936,140351
123937,38476
123938,180360
123939,30505
123940,184114
123941,192730
123942,105155
123943,13878
123944,166572
123945,38299
123946,126184
123947,172750
123948,165337
123949,7700
123950,19202
123951,113317
123952,116369
123953,20936
123954,92325
123955,145772
123956,58655
123957,102280
123958,91994
123959,87770
123960,69651
123961,30008
123962,120796
123963,73280
123964,102174
123965,158431
123966,190315
123967,6868
123968,11630
123969,95140
123970,137263
123971,63368
123972,66508
123973,159000
123974,32332
123975,129642
123976,90772
123977,8686
123978,125670
123979,1417
123980,79917
123981,125029
123982,185964
123983,16201
123984,153931
123985,114340
123986,192690
123987,2150
123988,174121
123989,109235
123990,38516
123991,20836
123992,23666
123993,167336
123994,186628
123995,52018
123996,26840
123997,129166
123998,87303
123999,99810
124000,6504
124001,55345
124002,94767
124003,33573
124004,166769
124005,59802
124006,152708
124007,142175
124008,194414
124009,192035
124010,28121
124011,194746
124012,160691
124013,160145
124014,100968
124015,128481
124016,186015
124017,42537
124018,41233
124019,43073
124020,30797
124021,85040
124022,144245
124023,129489
124024,109953
124025,181930
124026,183424
124027,147502
124028,25643
124029,42561
124030,121409
124031,182798
124032,152350
124033,75172
124034,80514
124035,146823
124036,143610
124037,188874
124038,178287
124039,175117
124040,119027
124041,136941
124042,151498
124043,463
124044,123860
124045,53145
124046,100080
124047,197479
124048,40076
124049,27106
124050,122952
124051,129760
124052,41310
124053,62416
124054,53272
124055,192014
124056,86102
124057,49979
124058,105090
124059,4868
124060,180939
124061,19372
124062,154656
124063,159414
124064,185677
124065,127595
124066,179228
124067,132768
124068,102788
124069,107967
124070,196991
124071,165850
124072,137335
124073,71933
124074,34154
124075,155439
124076,40450
124077,8249
124078,154663
124079,90754
124080,28808
124081,35731
124082,141590
124083,70004
124084,76903
124085,183672
124086,61394
124087,160747
124088,155479
124089,45053
124090,77402
124091,100105
124092,4143
124093,115303
124094,190740
124095,143479
124096,4168
124097,18491
124098,124326
124099,163996
124100,171521
124101,135886
124102,193374
124103,177731
124104,150290
124105,87562
124106,13357
124107,135826
124108,106522
124109,179378
124110,16039
124111,25635
124112,113811
124113,134854
124114,182926
124115,196611
124116,176766
124117,41293
124118,185577
124119,191954
124120,18882
124121,28555
124122,179632
124123,126380
124124,122003
124125,196947
124126,157531
124127,97596
124128,6913
124129,100880
124130,45162
124131,111301
124132,112357
124133,17376
124134,19658
124135,186776
124136,113949
124137,157271
124138,64708
124139,143695
124140,165627
124141,163448
124142,66953
124143,98125
124144,118287
124145,179273
124146,155285
124147,121689
124148,24859
124149,186456
124150,160083
124151,86387
124152,125143
124153,132529
124154,159027
124155,52407
124156,146316
124157,51126
124158,58151
124159,110713
124160,166102
124161,62743
124162,62468
124163,46239
124164,131484
124165,60290
124166,165341
124167,153103
124168,95177
124169,22643
124170,125863
124171,34818
124172,30772
124173,53241
124174,58041
124175,51896
124176,45358
124177,21911
124178,75120
124179,102544
124180,25459
124181,108165
124182,122354
124183,140202
124184,37980
124185,86856
124186,33635
124187,125239
124188,144139
124189,147576
124190,68563
124191,15590
124192,45874
124193,175366
124194,150866
124195,3656
124196,150532
124197,124815
124198,107890
124199,131033
124200,91849
124201,188963
124202,138815
124203,121048
124204,150726
124205,168349
124206,172529
124207,27258
124208,147700
124209,87761
124210,158001
124211,48119
124212,173241
124213,32132
124214,160114
124215,18039
124216,155411
124217,59273
124218,85119
124219,3735
124220,107422
124221,189851
124222,63456
124223,136882
124224,87834
124225,27529
124226,126938
124227,81796
124228,187713
124229,189251
124230,125191
124231,46334
124232,103773
124233,141673
124234,112445
124235,16841
124236,58777
124237,2379
124238,29079
124239,18704
124240,86374
124241,70243
124242,9470
124243,164408
124244,135195
124245,167713
124246,72246
124247,78240
124248,121481
124249,167255
124250,134981
124251,62970
124252,62221
124253,145379
124254,168937
124255,42360
124256,51877
124257,72556
124258,145445
124259,65677
124260,153933
124261,47348
124262,99112
124263,95275
124264,189266
124265,195752
124266,87010
124267,134254
124268,92282
124269,184501
124270,172866
124271,31687
124272,1074
124273,153596
124274,152613
124275,132712
124276,26846
124277,158495
124278,189431
124279,107246
124280,144806
124281,138900
124282,188230
124283,192893
124284,127458
124285,149218
124286,128025
124287,46892
124288,4963
124289,60566
124290,140372
124291,123370
124292,82798
124293,180543
124294,96793
124295,163351
124296,59486
124297,154648
124298,172437
124299,101736
124300,53009
124301,55930
124302,17782
124303,93597
124304,193973
124305,149605
124306,147536
124307,32797
124308,160646
124309,163834
124310,73545
124311,136800
124312,188117
124313,143477
124314,30436
124315,187982
124316,97796
124317,139963
124318,4183
124319,9700
124320,176681
124321,113394
124322,42342
124323,104300
124324,27577
124325,126540
124326,18160
124327,87576
124328,129007
124329,190628
124330,60478
124331,39032
124332,92501
124333,104853
124334,6038
124335,54544
124336,93422
124337,70596
124338,189955
124339,90167
124340,185499
124341,135972
124342,144161
124343,4279
124344,124264
124345,114117
124346,66413
124347,19711
124348,151458
124349,96529
124350,48331
124351,20420
124352,77211
124353,118691
124354,131166
124355,83891
124356,164020
124357,196996
124358,160633
124359,133880
124360,140512
124361,137843
124362,87110
124363,158300
124364,176960
124365,184105
124366,129330
124367,148908
124368,188024
124369,1739
124370,52238
124371,160387
124372,76999
124373,86793
124374,105004
124375,154700
124376,23424
124377,152783
124378,179874
124379,133206
124380,180414
124381,181283
124382,100245
124383,136383
124384,55562
124385,175649
124386,116595
124387,140147
124388,89179
124389,118134
124390,7049
124391,126780
124392,62385
124393,148688
124394,140976
124395,72578
124396,140876
124397,15501
124398,96794
124399,83466
124400,113790
124401,173960
124402,38661
124403,3088
124404,55465
124405,26530
124406,141082
124407,128560
124408,717
124409,77707
124410,4783
124411,56475
124412,55336
124413,105526
124414,170805
124415,12777
124416,18667
124417,55728
124418,159645
124419,134868
124420,133306
124421,178955
124422,77974
124423,66502
124424,187676
124425,19370
124426,153818
124427,32199
124428,155750
124429,34312
124430,125992
124431,1509
124432,12600
124433,69923
124434,147067
124435,87382
124436,36528
124437,175525
124438,149510
124439,4240
124440,159855
124441,51102
124442,188601
124443,114073
124444,97974
124445,36538
124446,148813
124447,128530
124448,126707
124449,36229
124450,97907
124451,155801
124452,104017
124453,155087
124454,34947
124455,119341
124456,68558
124457,101047
124458,115027
124459,35406
124460,155025
124461,197404
124462,110020
124463,7809
124464,97948
124465,40482
124466,87852
124467,126075
124468,120343
124469,186398
124470,84875
124471,196409
124472,73374
124473,142556
124474,107887
124475,77939
124476,119610
124477,54637
124478,13792
124479,56199
124480,90351
124481,92487
124482,19781
124483,55649
124484,80125
124485,116283
124486,130362
124487,49984
124488,54997
124489,183482
124490,80972
124491,163401
124492,191311
124493,112110
124494,69950
124495,25744
124496,80518
124497,26052
124498,144142
124499,128276
124500,85614
124501,164767
124502,184159
124503,11074
124504,2499
124505,75508
124506,65774
124507,191558
124508,111098
124509,105103
124510,104184
124511,89058
124512,93375
124513,111644
124514,68691
124515,102342
124516,120205
124517,32870
124518,53292
124519,4427
124520,48038
124521,154082
124522,40979
124523,19066
124524,147334
124525,64713
124526,33307
124527,42532
124528,72347
124529,178076
124530,196262
124531,176709
124532,61914
124533,11040
124534,180768
124535,42679
124536,135590
124537,67231
124538,155360
124539,11839
124540,92169
124541,97737
124542,95032
124543,114210
124544,21030
124545,164096
124546,174903
124547,3522
124548,120014
124549,4496
124550,24418
124551,18405
124552,37615
124553,130211
124554,115170
124555,161506
124556,99700
124557,84076
124558,192259
124559,51902
124560,150639
124561,83565
124562,113314
124563,188670
124564,4519
124565,122170
124566,41744
124567,144317
124568,1854
124569,134031
124570,105442
124571,169302
124572,61056
124573,84896
124574,10410
124575,105209
124576,108094
124577,153432
124578,88071
124579,39625
124580,7925
124581,7794
124582,38528
124583,180518
124584,160713
124585,120761
124586,64262
124587,33035
124588,126353
124589,35637
124590,87636
124591,178220
124592,25639
124593,112956
124594,13969
124595,112224
124596,39868
124597,89902
124598,88007
124599,32788
124600,36032
124601,144623
124602,20217
124603,22561
124604,92682
124605,104478
124606,96923
124607,58727
124608,168991
124609,194196
124610,60360
124611,90119
124612,72795
124613,130736
124614,47777
124615,122205
124616,177368
124617,177137
124618,151246
124619,160674
124620,41307
124621,96101
124622,115202
124623,60119
124624,14904
124625,78840
124626,181989
124627,125322
124628,83488
124629,62347
124630,128830
124631,142001
124632,164852
124633,171883
124634,25907
124635,69535
124636,41258
124637,164714
124638,10462
124639,178392
124640,95935
124641,10435
124642,2395
124643,145934
124644,42086
124645,40474
124646,160202
124647,11788
124648,61787
124649,36199
124650,131270
124651,157107
124652,113228
124653,81551
124654,148665
124655,74227
124656,171948
124657,160411
124658,88171
124659,69984
124660,69174
124661,190243
124662,135417
124663,178311
124664,137713
124665,115973
124666,195286
124667,184470
124668,190712
124669,44167
124670,63876
124671,105880
124672,174361
124673,133926
124674,37112
124675,47746
124676,161849
124677,3447
124678,127242
124679,195358
124680,29186
124681,96703
124682,50608
124683,95182
124684,160953
124685,24932
124686,55333
124687,118483
124688,56981
124689,22759
124690,193081
124691,94960
124692,26193
124693,46246
124694,139225
124695,31890
124696,26495
124697,121718
124698,34067
124699,42456
124700,76091
124701,77760
124702,58471
124703,162104
124704,133451
124705,139311
124706,9772
124707,175421
124708,182377
124709,166644
124710,176117
124711,29789
124712,86674
124713,119677
124714,43756
124715,168173
124716,137187
124717,186757
124718,8922
124719,8943
124720,96501
124721,187397
124722,99801
124723,78822
124724,57902
124725,4069
124726,36572
124727,132084
124728,109579
124729,1588
124730,58562
124731,178878
124732,154861
124733,94870
124734,13988
124735,84360
124736,136711
124737,3184
124738,90782
124739,60047
124740,25917
124741,37393
124742,93047
124743,99896
124744,157189
124745,192639
124746,138328
124747,19661
124748,64778
124749,61384
124750,171763
124751,163341
124752,93511
124753,160329
124754,37612
124755,69584
124756,157206
124757,85045
124758,49565
124759,92453
124760,33029
124761,141768
124762,160996
124763,23444
124764,114261
124765,151073
124766,178207
124767,400
124768,17876
124769,48418
124770,170130
124771,127373
124772,167207
124773,186036
124774,79961
124775,45039
124776,160060
124777,149469
124778,182306
124779,74684
124780,40032
124781,105217
124782,3855
124783,177536
124784,75002
